Organisation,Department,Laboratory,Organisation Type,EURAXESS offer ID,Posting date,Title,Duration,Status,Number of positions available,Research Field,Type of Contract,Reference Number,EU Research Framework Programme
Cranfield University,HR & Development Group,,Higher Education Institute,211459,21/04/2017,Research Assistant/ Research Fellow in Cloud Computing,1 month 10 hours,Expired,1,Computer science › Computer systems,Temporary,,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,211117,20/04/2017,Research Fellow in Behavioural Science,1 month 14 hours,Expired,1,Psychological sciences › Behavioural sciences,Temporary,2463,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,210372,18/04/2017,Research Assistant or Research Fellow in Industrial Energy Management,1 month 5 days,Expired,1,Environmental science › Other,Temporary,2465,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,209591,12/4/2017,Research Fellow in Li-S State Estimation,1 month 2 days,Expired,1,Engineering,Temporary,2462,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,208133,6/4/2017,Lecturer in Air Traffic Management (ATM),3 months 3 days,Expired,1,Engineering › Aerospace engineering,Permanent,2290,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,198893,31/03/2017,Research Fellow in Modelling Metal Contamination of Rice Supplies in Asia,1 month 2 days,Expired,1,"Agricultural sciences › Soil science, Environmental science › Other",Temporary,,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,193250,21/03/2017,Research Fellow in Structural and Aeroelastic Analysis of a Wing Integrated with Power-Plant,4 weeks 9 hours,Expired,1,Engineering › Aerospace engineering,Temporary,2443,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,189553,15/03/2017,Research Assistant or Research Fellow,3 weeks 6 days,Expired,1,Chemistry › Biochemistry,Temporary,2441,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,189078,13/03/2017,Lecturer/ Senior Lecturer / Reader in Cyber-Secure Engineering Systems and Processes,1 year 3 months,Expired,1,Engineering › Other,Permanent,2695,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,189076,13/03/2017,Atkins- Cranfield Chair in Cyber-Secure Engineering Systems and Processes,1 week 6 days,Expired,1,Engineering › Other,Permanent,2375,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,187611,9/3/2017,Big Data Application Developer (KTP Associate),1 month 1 day,Expired,1,"Computer science, Mathematics",Temporary,,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,187561,9/3/2017,Research Fellow in Driver Behaviour,4 weeks 12 hours,Expired,1,Engineering › Aerospace engineering,Temporary,2433,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,186968,7/3/2017,Research Fellow in Applied Aerodynamics,3 weeks 6 days,Expired,1,Engineering › Aerospace engineering,Temporary,2430,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,186787,6/3/2017,Lecturer in Gas Turbine Propulsion & Thermal Systems Integration,4 weeks 1 day,Expired,1,Engineering › Aerospace engineering,Temporary,2428,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,186028,2/3/2017,Research Assistant or Research Fellow in Mechatronics Design,4 months 1 week,Expired,1,Engineering › Design engineering,Temporary,2374,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,185838,1/3/2017,Research Fellow in Mechanical Systems,4 weeks 5 hours,Expired,1,Engineering › Mechanical engineering,Temporary,2424,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,185515,28/02/2017,Research Engineer: PLM Design Methodology for IoT (KTP),1 month 1 week,Expired,1,Engineering › Mechanical engineering,Temporary,2423,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,184212,23/02/2017,Research Fellow in Dynamics of Offshore Wind Turbines,1 month 1 day,Expired,1,"Engineering › Mechanical engineering, Engineering › Other",Temporary,,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,183964,22/02/2017,Research Fellow in Cloud Computing,2 weeks 3 days,Expired,1,Technology › Computer technology,Temporary,2373,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,183952,22/02/2017,Research Assistant or Research Fellow in Energy and Materials,1 month 1 day,Expired,1,Engineering › Mechanical engineering,Temporary,2418,Not funded by an EU programme
Cranfield University,HR & Development Group,,Higher Education Institute,183750,21/02/2017,Research Fellow - Digital Transformation of Marketing Zenith Optimedia Project,1 month 6 hours,Expired,1,Information science › Information management,Temporary,,Not funded by an EU programme
